,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
16,MF,28.01095890410959,4,Leander Dendoncker,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,https://fbref.com/en/players/5a7301ae/scout/365_m1/Leander-Dendoncker-Scouting-Report,https://fbref.com/en/players/5a7301ae/matchlogs/2022-2023/summary/Leander-Dendoncker-Match-Logs,Central Midfielders
17,"DF,MF",28.243835616438357,2,Calum Chambers,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,https://fbref.com/en/players/dc6f5bdd/scout/365_m1/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/matchlogs/2022-2023/summary/Calum-Chambers-Match-Logs,Defender
18,GK,33.276712328767125,2,Robin Olsen,https://fbref.com/en/players/e7ee38c3/Robin-Olsen,https://fbref.com/en/players/e7ee38c3/scout/365_m1/Robin-Olsen-Scouting-Report,https://fbref.com/en/players/e7ee38c3/matchlogs/2022-2023/summary/Robin-Olsen-Match-Logs,GK
19,DF,30.095890410958905,2,Diego Carlos,https://fbref.com/en/players/b4a014b1/Diego-Carlos,https://fbref.com/en/players/b4a014b1/scout/365_m1/Diego-Carlos-Scouting-Report,https://fbref.com/en/players/b4a014b1/matchlogs/2022-2023/summary/Diego-Carlos-Match-Logs,Defender
20,DF,27.019178082191782,1,Jan Bednarek,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,https://fbref.com/en/players/4115ce4e/scout/365_m1/Jan-Bednarek-Scouting-Report,https://fbref.com/en/players/4115ce4e/matchlogs/2022-2023/summary/Jan-Bednarek-Match-Logs,Defender
21,DF,28.994520547945207,1,Ludwig Augustinsson,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,https://fbref.com/en/players/9fec8860/scout/365_m1/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/matchlogs/2022-2023/summary/Ludwig-Augustinsson-Match-Logs,Defender
22,"FW,MF",27.616438356164384,0,Bertrand Traore,https://fbref.com/en/players/c47541e0/Bertrand-Traore,https://fbref.com/en/players/c47541e0/scout/365_m1/Bertrand-Traore-Scouting-Report,https://fbref.com/en/players/c47541e0/matchlogs/2022-2023/summary/Bertrand-Traore-Match-Logs,Attacking Midfielders
23,FW,19.34794520547945,0,Jhon Duran,https://fbref.com/en/players/414184f7/Jhon-Duran,https://fbref.com/en/players/414184f7/scout/365_m1/Jhon-Duran-Scouting-Report,https://fbref.com/en/players/414184f7/matchlogs/2022-2023/summary/Jhon-Duran-Match-Logs,Forwards
24,"FW,MF",21.745205479452054,0,Cameron Archer,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,https://fbref.com/en/players/05e8ca6d/scout/365_m1/Cameron-Archer-Scouting-Report,https://fbref.com/en/players/05e8ca6d/matchlogs/2022-2023/summary/Cameron-Archer-Match-Logs,Attacking Midfielders
25,MF,28.66849315068493,0,Morgan Sanson,https://fbref.com/en/players/6e7f1353/Morgan-Sanson,https://fbref.com/en/players/6e7f1353/scout/365_m1/Morgan-Sanson-Scouting-Report,https://fbref.com/en/players/6e7f1353/matchlogs/2022-2023/summary/Morgan-Sanson-Match-Logs,Central Midfielders
26,MF,19.284931506849315,0,Lamare Bogarde,https://fbref.com/en/players/bca5c4a7/Lamare-Bogarde,https://fbref.com/en/players/bca5c4a7/scout/365_m1/Lamare-Bogarde-Scouting-Report,https://fbref.com/en/players/bca5c4a7/matchlogs/2022-2023/summary/Lamare-Bogarde-Match-Logs,Central Midfielders
27,MF,19.802739726027397,0,Tim Iroegbunam,https://fbref.com/en/players/84c5ceea/Tim-Iroegbunam,https://fbref.com/en/players/84c5ceea/scout/365_m1/Tim-Iroegbunam-Scouting-Report,https://fbref.com/en/players/84c5ceea/matchlogs/2022-2023/summary/Tim-Iroegbunam-Match-Logs,Central Midfielders
28,GK,19.986301369863014,0,Filip Marshall,https://fbref.com/en/players/a79abd8b/Filip-Marshall,https://fbref.com/en/players/a79abd8b/scout/365_m1/Filip-Marshall-Scouting-Report,https://fbref.com/en/players/a79abd8b/matchlogs/2022-2023/summary/Filip-Marshall-Match-Logs,GK
29,MF,29.246575342465754,0,Marvelous Nakamba,https://fbref.com/en/players/de5b5570/Marvelous-Nakamba,https://fbref.com/en/players/de5b5570/scout/365_m1/Marvelous-Nakamba-Scouting-Report,https://fbref.com/en/players/de5b5570/matchlogs/2022-2023/summary/Marvelous-Nakamba-Match-Logs,Central Midfielders
30,MF,17.534246575342465,0,Travis Patterson,https://fbref.com/en/players/e0b5d31b/Travis-Patterson,https://fbref.com/en/players/e0b5d31b/scout/365_m1/Travis-Patterson-Scouting-Report,https://fbref.com/en/players/e0b5d31b/matchlogs/2022-2023/summary/Travis-Patterson-Match-Logs,Central Midfielders
31,DF,19.764383561643836,0,Seb Revan,https://fbref.com/en/players/8525ec2a/Seb-Revan,https://fbref.com/en/players/8525ec2a/scout/365_m1/Seb-Revan-Scouting-Report,https://fbref.com/en/players/8525ec2a/matchlogs/2022-2023/summary/Seb-Revan-Match-Logs,Defender
32,GK,21.52054794520548,0,Viljami Sinisalo,https://fbref.com/en/players/a48635b8/Viljami-Sinisalo,https://fbref.com/en/players/a48635b8/scout/365_m1/Viljami-Sinisalo-Scouting-Report,https://fbref.com/en/players/a48635b8/matchlogs/2022-2023/summary/Viljami-Sinisalo-Match-Logs,GK
33,DF,19.28219178082192,0,Sil Swinkels,https://fbref.com/en/players/a42f6058/Sil-Swinkels,https://fbref.com/en/players/a42f6058/scout/365_m1/Sil-Swinkels-Scouting-Report,https://fbref.com/en/players/a42f6058/matchlogs/2022-2023/summary/Sil-Swinkels-Match-Logs,Defender
34,GK,18.378082191780823,0,James Wright,https://fbref.com/en/players/9417a430/James-Wright,https://fbref.com/en/players/9417a430/scout/365_m1/James-Wright-Scouting-Report,https://fbref.com/en/players/9417a430/matchlogs/2022-2023/summary/James-Wright-Match-Logs,GK
35,MF,17.246575342465754,0,Kadan Young,https://fbref.com/en/players/91c75917/Kadan-Young,https://fbref.com/en/players/91c75917/scout/365_m1/Kadan-Young-Scouting-Report,https://fbref.com/en/players/91c75917/matchlogs/2022-2023/summary/Kadan-Young-Match-Logs,Central Midfielders
36,GK,18.80821917808219,0,Oliwier Zych,https://fbref.com/en/players/be18d79f/Oliwier-Zych,https://fbref.com/en/players/be18d79f/scout/365_m1/Oliwier-Zych-Scouting-Report,https://fbref.com/en/players/be18d79f/matchlogs/2022-2023/summary/Oliwier-Zych-Match-Logs,GK
0,DF,31.40821917808219,29,Lewis Dunk,https://fbref.com/en/players/282f75f3/Lewis-Dunk,https://fbref.com/en/players/282f75f3/scout/365_m1/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/matchlogs/2022-2023/summary/Lewis-Dunk-Match-Logs,Defender
1,"MF,DF",31.843835616438355,29,Pascal Gross,https://fbref.com/en/players/8aec0537/Pascal-Gross,https://fbref.com/en/players/8aec0537/scout/365_m1/Pascal-Gross-Scouting-Report,https://fbref.com/en/players/8aec0537/matchlogs/2022-2023/summary/Pascal-Gross-Match-Logs,Defensive-Midfielders
2,"FW,DF",28.747945205479454,29,Solly March,https://fbref.com/en/players/bb5fbd2b/Solly-March,https://fbref.com/en/players/bb5fbd2b/scout/365_m1/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/matchlogs/2022-2023/summary/Solly-March-Match-Logs,Wing-Back
3,MF,21.46027397260274,27,Moises Caicedo,https://fbref.com/en/players/16264a81/Moises-Caicedo,https://fbref.com/en/players/16264a81/scout/365_m1/Moises-Caicedo-Scouting-Report,https://fbref.com/en/players/16264a81/matchlogs/2022-2023/summary/Moises-Caicedo-Match-Logs,Central Midfielders
4,MF,24.317808219178083,25,Alexis Mac Allister,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,https://fbref.com/en/players/83d074ff/scout/365_m1/Alexis-Mac-Allister-Scouting-Report,https://fbref.com/en/players/83d074ff/matchlogs/2022-2023/summary/Alexis-Mac-Allister-Match-Logs,Central Midfielders
5,GK,25.416438356164385,23,Robert Sanchez,https://fbref.com/en/players/6a713852/Robert-Sanchez,https://fbref.com/en/players/6a713852/scout/365_m1/Robert-Sanchez-Scouting-Report,https://fbref.com/en/players/6a713852/matchlogs/2022-2023/summary/Robert-Sanchez-Match-Logs,GK
6,DF,25.24109589041096,23,Pervis Estupinan,https://fbref.com/en/players/d38fdf53/Pervis-Estupinan,https://fbref.com/en/players/d38fdf53/scout/365_m1/Pervis-Estupinan-Scouting-Report,https://fbref.com/en/players/d38fdf53/matchlogs/2022-2023/summary/Pervis-Estupinan-Match-Logs,Defender
7,DF,31.257534246575343,22,Joel Veltman,https://fbref.com/en/players/dad4b285/Joel-Veltman,https://fbref.com/en/players/dad4b285/scout/365_m1/Joel-Veltman-Scouting-Report,https://fbref.com/en/players/dad4b285/matchlogs/2022-2023/summary/Joel-Veltman-Match-Logs,Defender
8,DF,28.28767123287671,19,Adam Webster,https://fbref.com/en/players/c40b6180/Adam-Webster,https://fbref.com/en/players/c40b6180/scout/365_m1/Adam-Webster-Scouting-Report,https://fbref.com/en/players/c40b6180/matchlogs/2022-2023/summary/Adam-Webster-Match-Logs,Defender
9,FW,25.915068493150685,17,Kaoru Mitoma,https://fbref.com/en/players/74618572/Kaoru-Mitoma,https://fbref.com/en/players/74618572/scout/365_m1/Kaoru-Mitoma-Scouting-Report,https://fbref.com/en/players/74618572/matchlogs/2022-2023/summary/Kaoru-Mitoma-Match-Logs,Forwards
10,FW,32.394520547945206,16,Danny Welbeck,https://fbref.com/en/players/ce5143da/Danny-Welbeck,https://fbref.com/en/players/ce5143da/scout/365_m1/Danny-Welbeck-Scouting-Report,https://fbref.com/en/players/ce5143da/matchlogs/2022-2023/summary/Danny-Welbeck-Match-Logs,Forwards
11,"FW,MF",28.372602739726027,16,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,https://fbref.com/en/players/38ceb24a/scout/365_m1/Leandro-Trossard-Scouting-Report,https://fbref.com/en/players/38ceb24a/matchlogs/2022-2023/summary/Leandro-Trossard-Match-Logs,Attacking Midfielders
12,"MF,FW",34.942465753424656,12,Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana,https://fbref.com/en/players/99813635/scout/365_m1/Adam-Lallana-Scouting-Report,https://fbref.com/en/players/99813635/matchlogs/2022-2023/summary/Adam-Lallana-Match-Logs,Attacking Midfielders
13,DF,20.14246575342466,8,Levi Colwill,https://fbref.com/en/players/700783e7/Levi-Colwill,https://fbref.com/en/players/700783e7/scout/365_m1/Levi-Colwill-Scouting-Report,https://fbref.com/en/players/700783e7/matchlogs/2022-2023/summary/Levi-Colwill-Match-Logs,Defender
14,FW,18.4986301369863,7,Evan Ferguson,https://fbref.com/en/players/4596da74/Evan-Ferguson,https://fbref.com/en/players/4596da74/scout/365_m1/Evan-Ferguson-Scouting-Report,https://fbref.com/en/players/4596da74/matchlogs/2022-2023/summary/Evan-Ferguson-Match-Logs,Forwards
15,GK,32.66849315068493,6,Jason Steele,https://fbref.com/en/players/28300a16/Jason-Steele,https://fbref.com/en/players/28300a16/scout/365_m1/Jason-Steele-Scouting-Report,https://fbref.com/en/players/28300a16/matchlogs/2022-2023/summary/Jason-Steele-Match-Logs,GK
16,DF,22.55068493150685,3,Tariq Lamptey,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,https://fbref.com/en/players/f4e433d4/scout/365_m1/Tariq-Lamptey-Scouting-Report,https://fbref.com/en/players/f4e433d4/matchlogs/2022-2023/summary/Tariq-Lamptey-Match-Logs,Defender
17,"FW,MF",26.75068493150685,2,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,https://fbref.com/en/players/dd549382/scout/365_m1/Deniz-Undav-Scouting-Report,https://fbref.com/en/players/dd549382/matchlogs/2022-2023/summary/Deniz-Undav-Match-Logs,Attacking Midfielders
18,"FW,MF",25.295890410958904,2,Enock Mwepu,https://fbref.com/en/players/1d5cab82/Enock-Mwepu,https://fbref.com/en/players/1d5cab82/scout/365_m1/Enock-Mwepu-Scouting-Report,https://fbref.com/en/players/1d5cab82/matchlogs/2022-2023/summary/Enock-Mwepu-Match-Logs,Attacking Midfielders
19,MF,21.854794520547944,2,Billy Gilmour,https://fbref.com/en/players/df10e27c/Billy-Gilmour,https://fbref.com/en/players/df10e27c/scout/365_m1/Billy-Gilmour-Scouting-Report,https://fbref.com/en/players/df10e27c/matchlogs/2022-2023/summary/Billy-Gilmour-Match-Logs,Central Midfielders
20,MF,20.84109589041096,1,Jeremy Sarmiento,https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento,https://fbref.com/en/players/ac0d576d/scout/365_m1/Jeremy-Sarmiento-Scouting-Report,https://fbref.com/en/players/ac0d576d/matchlogs/2022-2023/summary/Jeremy-Sarmiento-Match-Logs,Central Midfielders
21,DF,22.863013698630137,1,Jan Paul van Hecke,https://fbref.com/en/players/4fd08daa/Jan-Paul-van-Hecke,https://fbref.com/en/players/4fd08daa/scout/365_m1/Jan-Paul-van-Hecke-Scouting-Report,https://fbref.com/en/players/4fd08daa/matchlogs/2022-2023/summary/Jan-Paul-van-Hecke-Match-Logs,Defender
22,"MF,FW",19.235616438356164,0,Julio Cesar Enciso,https://fbref.com/en/players/9cfbad36/Julio-Cesar-Enciso,https://fbref.com/en/players/9cfbad36/scout/365_m1/Julio-Cesar-Enciso-Scouting-Report,https://fbref.com/en/players/9cfbad36/matchlogs/2022-2023/summary/Julio-Cesar-Enciso-Match-Logs,Attacking Midfielders
23,"FW,MF",18.32054794520548,0,Facundo Buonanotte,https://fbref.com/en/players/468a7a91/Facundo-Buonanotte,https://fbref.com/en/players/468a7a91/scout/365_m1/Facundo-Buonanotte-Scouting-Report,https://fbref.com/en/players/468a7a91/matchlogs/2022-2023/summary/Facundo-Buonanotte-Match-Logs,Attacking Midfielders
24,FW,19.50958904109589,0,Andrew Moran,https://fbref.com/en/players/c4720845/Andrew-Moran,https://fbref.com/en/players/c4720845/scout/365_m1/Andrew-Moran-Scouting-Report,https://fbref.com/en/players/c4720845/matchlogs/2022-2023/summary/Andrew-Moran-Match-Logs,Forwards
25,MF,19.534246575342465,0,Yasin Ayari,https://fbref.com/en/players/f173303a/Yasin-Ayari,https://fbref.com/en/players/f173303a/scout/365_m1/Yasin-Ayari-Scouting-Report,https://fbref.com/en/players/f173303a/matchlogs/2022-2023/summary/Yasin-Ayari-Match-Logs,Central Midfielders
26,MF,24.610958904109587,0,Steven Alzate,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,https://fbref.com/en/players/ad1f61f3/scout/365_m1/Steven-Alzate-Scouting-Report,https://fbref.com/en/players/ad1f61f3/matchlogs/2022-2023/summary/Steven-Alzate-Match-Logs,Central Midfielders
27,"DF,MF",20.865753424657534,0,James Furlong,https://fbref.com/en/players/ab18d1b0/James-Furlong,https://fbref.com/en/players/ab18d1b0/scout/365_m1/James-Furlong-Scouting-Report,https://fbref.com/en/players/ab18d1b0/matchlogs/2022-2023/summary/James-Furlong-Match-Logs,Defender
28,MF,18.02191780821918,0,Jack Hinshelwood,https://fbref.com/en/players/e98211e7/Jack-Hinshelwood,https://fbref.com/en/players/e98211e7/scout/365_m1/Jack-Hinshelwood-Scouting-Report,https://fbref.com/en/players/e98211e7/matchlogs/2022-2023/summary/Jack-Hinshelwood-Match-Logs,Central Midfielders
29,"FW,MF",26.67945205479452,0,Neal Maupay,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,https://fbref.com/en/players/4bcf39f6/scout/365_m1/Neal-Maupay-Scouting-Report,https://fbref.com/en/players/4bcf39f6/matchlogs/2022-2023/summary/Neal-Maupay-Match-Logs,Attacking Midfielders
30,GK,23.068493150684933,0,Thomas Mcgill,https://fbref.com/en/players/4eb2d015/Thomas-Mcgill,https://fbref.com/en/players/4eb2d015/scout/365_m1/Thomas-Mcgill-Scouting-Report,https://fbref.com/en/players/4eb2d015/matchlogs/2022-2023/summary/Thomas-Mcgill-Match-Logs,GK
31,DF,20.47945205479452,0,Odeluga Offiah,https://fbref.com/en/players/65c3efa2/Odeluga-Offiah,https://fbref.com/en/players/65c3efa2/scout/365_m1/Odeluga-Offiah-Scouting-Report,https://fbref.com/en/players/65c3efa2/matchlogs/2022-2023/summary/Odeluga-Offiah-Match-Logs,Defender
32,DF,20.5013698630137,0,Ed Turns,https://fbref.com/en/players/9bbef03e/Ed-Turns,https://fbref.com/en/players/9bbef03e/scout/365_m1/Ed-Turns-Scouting-Report,https://fbref.com/en/players/9bbef03e/matchlogs/2022-2023/summary/Ed-Turns-Match-Logs,Defender
0,DF,32.58082191780822,30,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,https://fbref.com/en/players/21512407/scout/365_m1/Kieran-Trippier-Scouting-Report,https://fbref.com/en/players/21512407/matchlogs/2022-2023/summary/Kieran-Trippier-Match-Logs,Defender
1,GK,31.0,30,Nick Pope,https://fbref.com/en/players/4b40d9ca/Nick-Pope,https://fbref.com/en/players/4b40d9ca/scout/365_m1/Nick-Pope-Scouting-Report,https://fbref.com/en/players/4b40d9ca/matchlogs/2022-2023/summary/Nick-Pope-Match-Logs,GK
2,DF,30.945205479452056,29,Dan Burn,https://fbref.com/en/players/b2d31e83/Dan-Burn,https://fbref.com/en/players/b2d31e83/scout/365_m1/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/matchlogs/2022-2023/summary/Dan-Burn-Match-Logs,Defender
3,DF,31.328767123287673,28,Fabian Schar,https://fbref.com/en/players/c8aa95da/Fabian-Schar,https://fbref.com/en/players/c8aa95da/scout/365_m1/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/matchlogs/2022-2023/summary/Fabian-Schar-Match-Logs,Defender
4,DF,23.265753424657536,27,Sven Botman,https://fbref.com/en/players/ccce7025/Sven-Botman,https://fbref.com/en/players/ccce7025/scout/365_m1/Sven-Botman-Scouting-Report,https://fbref.com/en/players/ccce7025/matchlogs/2022-2023/summary/Sven-Botman-Match-Logs,Defender
5,MF,25.46849315068493,25,Sean Longstaff,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,https://fbref.com/en/players/a2b105e0/scout/365_m1/Sean-Longstaff-Scouting-Report,https://fbref.com/en/players/a2b105e0/matchlogs/2022-2023/summary/Sean-Longstaff-Match-Logs,Central Midfielders
6,MF,23.663013698630138,25,Joe Willock,https://fbref.com/en/players/a3b03921/Joe-Willock,https://fbref.com/en/players/a3b03921/scout/365_m1/Joe-Willock-Scouting-Report,https://fbref.com/en/players/a3b03921/matchlogs/2022-2023/summary/Joe-Willock-Match-Logs,Central Midfielders
7,"MF,FW",26.67945205479452,24,Joelinton,https://fbref.com/en/players/c17bfb65/Joelinton,https://fbref.com/en/players/c17bfb65/scout/365_m1/Joelinton-Scouting-Report,https://fbref.com/en/players/c17bfb65/matchlogs/2022-2023/summary/Joelinton-Match-Logs,Attacking Midfielders
8,MF,25.421917808219177,24,Bruno Guimaraes,https://fbref.com/en/players/82518f62/Bruno-Guimaraes,https://fbref.com/en/players/82518f62/scout/365_m1/Bruno-Guimaraes-Scouting-Report,https://fbref.com/en/players/82518f62/matchlogs/2022-2023/summary/Bruno-Guimaraes-Match-Logs,Central Midfielders
9,FW,29.186301369863013,24,Miguel Almiron,https://fbref.com/en/players/862a1c15/Miguel-Almiron,https://fbref.com/en/players/862a1c15/scout/365_m1/Miguel-Almiron-Scouting-Report,https://fbref.com/en/players/862a1c15/matchlogs/2022-2023/summary/Miguel-Almiron-Match-Logs,Forwards
10,FW,31.13972602739726,16,Callum Wilson,https://fbref.com/en/players/c596fcb0/Callum-Wilson,https://fbref.com/en/players/c596fcb0/scout/365_m1/Callum-Wilson-Scouting-Report,https://fbref.com/en/players/c596fcb0/matchlogs/2022-2023/summary/Callum-Wilson-Match-Logs,Forwards
11,FW,26.104109589041094,11,Allan Saint Maximin,https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin,https://fbref.com/en/players/2b16cb1a/scout/365_m1/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/matchlogs/2022-2023/summary/Allan-Saint-Maximin-Match-Logs,Forwards
12,FW,28.147945205479452,11,Jacob Murphy,https://fbref.com/en/players/de112b84/Jacob-Murphy,https://fbref.com/en/players/de112b84/scout/365_m1/Jacob-Murphy-Scouting-Report,https://fbref.com/en/players/de112b84/matchlogs/2022-2023/summary/Jacob-Murphy-Match-Logs,Forwards
13,FW,23.575342465753426,10,Alexander Isak,https://fbref.com/en/players/8e92be30/Alexander-Isak,https://fbref.com/en/players/8e92be30/scout/365_m1/Alexander-Isak-Scouting-Report,https://fbref.com/en/players/8e92be30/matchlogs/2022-2023/summary/Alexander-Isak-Match-Logs,Forwards
14,DF,27.583561643835615,4,Matt Targett,https://fbref.com/en/players/e514ab62/Matt-Targett,https://fbref.com/en/players/e514ab62/scout/365_m1/Matt-Targett-Scouting-Report,https://fbref.com/en/players/e514ab62/matchlogs/2022-2023/summary/Matt-Targett-Match-Logs,Defender
15,FW,31.364383561643837,4,Chris Wood,https://fbref.com/en/players/4e9a0555/Chris-Wood,https://fbref.com/en/players/4e9a0555/scout/365_m1/Chris-Wood-Scouting-Report,https://fbref.com/en/players/4e9a0555/matchlogs/2022-2023/summary/Chris-Wood-Match-Logs,Forwards
16,FW,29.147945205479452,3,Ryan Fraser,https://fbref.com/en/players/d56543a0/Ryan-Fraser,https://fbref.com/en/players/d56543a0/scout/365_m1/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/matchlogs/2022-2023/summary/Ryan-Fraser-Match-Logs,Forwards
17,"FW,MF",22.147945205479452,2,Anthony Gordon,https://fbref.com/en/players/2bd83368/Anthony-Gordon,https://fbref.com/en/players/2bd83368/scout/365_m1/Anthony-Gordon-Scouting-Report,https://fbref.com/en/players/2bd83368/matchlogs/2022-2023/summary/Anthony-Gordon-Match-Logs,Attacking Midfielders
